Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
7952,Henry VI Part 2,27,3.2.101,QUEEN MARGARET,Might in thy palace perish Margaret.
7953,Henry VI Part 2,27,3.2.102,QUEEN MARGARET,"As far as I could ken thy chalky cliffs,"
7954,Henry VI Part 2,27,3.2.103,QUEEN MARGARET,"When from thy shore the tempest beat us back,"
7955,Henry VI Part 2,27,3.2.104,QUEEN MARGARET,"I stood upon the hatches in the storm,"
7956,Henry VI Part 2,27,3.2.105,QUEEN MARGARET,And when the dusky sky began to rob
7957,Henry VI Part 2,27,3.2.106,QUEEN MARGARET,"My earnest-gaping sight of thy land's view,"
7958,Henry VI Part 2,27,3.2.107,QUEEN MARGARET,"I took a costly jewel from my neck,"
7959,Henry VI Part 2,27,3.2.108,QUEEN MARGARET,"A heart it was, bound in with diamonds,"
7960,Henry VI Part 2,27,3.2.109,QUEEN MARGARET,"And threw it towards thy land: the sea received it,"
7961,Henry VI Part 2,27,3.2.110,QUEEN MARGARET,And so I wish'd thy body might my heart:
7962,Henry VI Part 2,27,3.2.111,QUEEN MARGARET,And even with this I lost fair England's view
7963,Henry VI Part 2,27,3.2.112,QUEEN MARGARET,And bid mine eyes be packing with my heart
7964,Henry VI Part 2,27,3.2.113,QUEEN MARGARET,"And call'd them blind and dusky spectacles,"
7965,Henry VI Part 2,27,3.2.114,QUEEN MARGARET,For losing ken of Albion's wished coast.
7966,Henry VI Part 2,27,3.2.115,QUEEN MARGARET,"How often have I tempted Suffolk's tongue,"
7967,Henry VI Part 2,27,3.2.116,QUEEN MARGARET,"The agent of thy foul inconstancy,"
7968,Henry VI Part 2,27,3.2.117,QUEEN MARGARET,"To sit and witch me, as Ascanius did"
7969,Henry VI Part 2,27,3.2.118,QUEEN MARGARET,When he to madding Dido would unfold
7970,Henry VI Part 2,27,3.2.119,QUEEN MARGARET,His father's acts commenced in burning Troy!
7971,Henry VI Part 2,27,3.2.120,QUEEN MARGARET,Am I not witch'd like her? or thou not false like him?
7972,Henry VI Part 2,27,3.2.121,QUEEN MARGARET,"Ay me, I can no more! die, Margaret!"
7973,Henry VI Part 2,27,3.2.122,QUEEN MARGARET,For Henry weeps that thou dost live so long.
7974,Henry VI Part 2,27,,QUEEN MARGARET,"Noise within. Enter WARWICK, SALISBURY, and many Commons"
7975,Henry VI Part 2,28,3.2.123,WARWICK,"It is reported, mighty sovereign,"
7976,Henry VI Part 2,28,3.2.124,WARWICK,That good Duke Humphrey traitorously is murder'd
7977,Henry VI Part 2,28,3.2.125,WARWICK,By Suffolk and the Cardinal Beaufort's means.
7978,Henry VI Part 2,28,3.2.126,WARWICK,"The commons, like an angry hive of bees"
7979,Henry VI Part 2,28,3.2.127,WARWICK,"That want their leader, scatter up and down"
7980,Henry VI Part 2,28,3.2.128,WARWICK,And care not who they sting in his revenge.
7981,Henry VI Part 2,28,3.2.129,WARWICK,"Myself have calm'd their spleenful mutiny,"
7982,Henry VI Part 2,28,3.2.130,WARWICK,Until they hear the order of his death.
7983,Henry VI Part 2,29,3.2.131,KING HENRY VI,"That he is dead, good Warwick, 'tis too true,"
7984,Henry VI Part 2,29,3.2.132,KING HENRY VI,"But how he died God knows, not Henry:"
7985,Henry VI Part 2,29,3.2.133,KING HENRY VI,"Enter his chamber, view his breathless corpse,"
7986,Henry VI Part 2,29,3.2.134,KING HENRY VI,And comment then upon his sudden death.
7987,Henry VI Part 2,30,3.2.135,WARWICK,"That shall I do, my liege. Stay, Salisbury,"
7988,Henry VI Part 2,30,3.2.136,WARWICK,With the rude multitude till I return.
7989,Henry VI Part 2,30,,WARWICK,Exit
7990,Henry VI Part 2,31,3.2.137,KING HENRY VI,"O Thou that judgest all things, stay my thoughts,"
7991,Henry VI Part 2,31,3.2.138,KING HENRY VI,"My thoughts, that labour to persuade my soul"
7992,Henry VI Part 2,31,3.2.139,KING HENRY VI,Some violent hands were laid on Humphrey's life!
7993,Henry VI Part 2,31,3.2.140,KING HENRY VI,"If my suspect be false, forgive me, God,"
7994,Henry VI Part 2,31,3.2.141,KING HENRY VI,For judgment only doth belong to thee.
7995,Henry VI Part 2,31,3.2.142,KING HENRY VI,Fain would I go to chafe his paly lips
7996,Henry VI Part 2,31,3.2.143,KING HENRY VI,"With twenty thousand kisses, and to drain"
7997,Henry VI Part 2,31,3.2.144,KING HENRY VI,"Upon his face an ocean of salt tears,"
7998,Henry VI Part 2,31,3.2.145,KING HENRY VI,"To tell my love unto his dumb deaf trunk,"
7999,Henry VI Part 2,31,3.2.146,KING HENRY VI,And with my fingers feel his hand unfeeling:
8000,Henry VI Part 2,31,3.2.147,KING HENRY VI,"But all in vain are these mean obsequies,"
8001,Henry VI Part 2,31,3.2.148,KING HENRY VI,"And to survey his dead and earthly image,"
8002,Henry VI Part 2,31,3.2.149,KING HENRY VI,What were it but to make my sorrow greater?
8003,Henry VI Part 2,31,,KING HENRY VI,"Re-enter WARWICK and others, bearing GLOUCESTER'S body on a bed"
8004,Henry VI Part 2,32,3.2.150,WARWICK,"Come hither, gracious sovereign, view this body."
8005,Henry VI Part 2,33,3.2.151,KING HENRY VI,"That is to see how deep my grave is made,"
8006,Henry VI Part 2,33,3.2.152,KING HENRY VI,"For with his soul fled all my worldly solace,"
8007,Henry VI Part 2,33,3.2.153,KING HENRY VI,For seeing him I see my life in death.
8008,Henry VI Part 2,34,3.2.154,WARWICK,As surely as my soul intends to live
8009,Henry VI Part 2,34,3.2.155,WARWICK,With that dread King that took our state upon him
8010,Henry VI Part 2,34,3.2.156,WARWICK,"To free us from his father's wrathful curse,"
8011,Henry VI Part 2,34,3.2.157,WARWICK,I do believe that violent hands were laid
8012,Henry VI Part 2,34,3.2.158,WARWICK,Upon the life of this thrice-famed duke.
8013,Henry VI Part 2,35,3.2.159,SUFFOLK,"A dreadful oath, sworn with a solemn tongue!"
8014,Henry VI Part 2,35,3.2.160,SUFFOLK,What instance gives Lord Warwick for his vow?
8015,Henry VI Part 2,36,3.2.161,WARWICK,See how the blood is settled in his face.
8016,Henry VI Part 2,36,3.2.162,WARWICK,"Oft have I seen a timely-parted ghost,"
8017,Henry VI Part 2,36,3.2.163,WARWICK,"Of ashy semblance, meagre, pale and bloodless,"
8018,Henry VI Part 2,36,3.2.164,WARWICK,"Being all descended to the labouring heart,"
8019,Henry VI Part 2,36,3.2.165,WARWICK,"Who, in the conflict that it holds with death,"
8020,Henry VI Part 2,36,3.2.166,WARWICK,"Attracts the same for aidance 'gainst the enemy,"
8021,Henry VI Part 2,36,3.2.167,WARWICK,Which with the heart there cools and ne'er returneth
8022,Henry VI Part 2,36,3.2.168,WARWICK,To blush and beautify the cheek again.
8023,Henry VI Part 2,36,3.2.169,WARWICK,"But see, his face is black and full of blood,"
8024,Henry VI Part 2,36,3.2.170,WARWICK,"His eye-balls further out than when he lived,"
8025,Henry VI Part 2,36,3.2.171,WARWICK,"Staring full ghastly like a strangled man,"
8026,Henry VI Part 2,36,3.2.172,WARWICK,"His hair uprear'd, his nostrils stretched with struggling,"
8027,Henry VI Part 2,36,3.2.173,WARWICK,"His hands abroad display'd, as one that grasp'd"
8028,Henry VI Part 2,36,3.2.174,WARWICK,And tugg'd for life and was by strength subdued:
8029,Henry VI Part 2,36,3.2.175,WARWICK,"Look, on the sheets his hair you see, is sticking,"
8030,Henry VI Part 2,36,3.2.176,WARWICK,"His well-proportion'd beard made rough and rugged,"
8031,Henry VI Part 2,36,3.2.177,WARWICK,Like to the summer's corn by tempest lodged.
8032,Henry VI Part 2,36,3.2.178,WARWICK,"It cannot be but he was murder'd here,"
8033,Henry VI Part 2,36,3.2.179,WARWICK,The least of all these signs were probable.
8034,Henry VI Part 2,37,3.2.180,SUFFOLK,"Why, Warwick, who should do the duke to death?"
8035,Henry VI Part 2,37,3.2.181,SUFFOLK,"Myself and Beaufort had him in protection,"
8036,Henry VI Part 2,37,3.2.182,SUFFOLK,"And we, I hope, sir, are no murderers."
8037,Henry VI Part 2,38,3.2.183,WARWICK,"But both of you were vow'd Duke Humphrey's foes,"
8038,Henry VI Part 2,38,3.2.184,WARWICK,"And you, forsooth, had the good duke to keep:"
8039,Henry VI Part 2,38,3.2.185,WARWICK,"'Tis like you would not feast him like a friend,"
8040,Henry VI Part 2,38,3.2.186,WARWICK,And 'tis well seen he found an enemy.
8041,Henry VI Part 2,39,3.2.187,QUEEN MARGARET,"Then you, belike, suspect these noblemen"
8042,Henry VI Part 2,39,3.2.188,QUEEN MARGARET,As guilty of Duke Humphrey's timeless death.
8043,Henry VI Part 2,40,3.2.189,WARWICK,Who finds the heifer dead and bleeding fresh
8044,Henry VI Part 2,40,3.2.190,WARWICK,"And sees fast by a butcher with an axe,"
8045,Henry VI Part 2,40,3.2.191,WARWICK,But will suspect 'twas he that made the slaughter?
8046,Henry VI Part 2,40,3.2.192,WARWICK,"Who finds the partridge in the puttock's nest,"
8047,Henry VI Part 2,40,3.2.193,WARWICK,"But may imagine how the bird was dead,"
8048,Henry VI Part 2,40,3.2.194,WARWICK,Although the kite soar with unbloodied beak?
8049,Henry VI Part 2,40,3.2.195,WARWICK,Even so suspicious is this tragedy.
8050,Henry VI Part 2,41,3.2.196,QUEEN MARGARET,"Are you the butcher, Suffolk? Where's your knife?"
8051,Henry VI Part 2,41,3.2.197,QUEEN MARGARET,Is Beaufort term'd a kite? Where are his talons?
8052,Henry VI Part 2,42,3.2.198,SUFFOLK,"I wear no knife to slaughter sleeping men,"
8053,Henry VI Part 2,42,3.2.199,SUFFOLK,"But here's a vengeful sword, rusted with ease,"
8054,Henry VI Part 2,42,3.2.200,SUFFOLK,That shall be scoured in his rancorous heart
8055,Henry VI Part 2,42,3.2.201,SUFFOLK,That slanders me with murder's crimson badge.
8056,Henry VI Part 2,42,3.2.202,SUFFOLK,"Say, if thou darest, proud Lord of Warwick-shire,"
8057,Henry VI Part 2,42,3.2.203,SUFFOLK,That I am faulty in Duke Humphrey's death.
8058,Henry VI Part 2,42,,SUFFOLK,"Exeunt CARDINAL, SOMERSET, and others"
8059,Henry VI Part 2,43,3.2.204,WARWICK,"What dares not Warwick, if false Suffolk dare him?"
8060,Henry VI Part 2,44,3.2.205,QUEEN MARGARET,He dares not calm his contumelious spirit
8061,Henry VI Part 2,44,3.2.206,QUEEN MARGARET,"Nor cease to be an arrogant controller,"
8062,Henry VI Part 2,44,3.2.207,QUEEN MARGARET,Though Suffolk dare him twenty thousand times.
8063,Henry VI Part 2,45,3.2.208,WARWICK,"Madam, be still, with reverence may I say,"
8064,Henry VI Part 2,45,3.2.209,WARWICK,For every word you speak in his behalf
8065,Henry VI Part 2,45,3.2.210,WARWICK,Is slander to your royal dignity.
8066,Henry VI Part 2,46,3.2.211,SUFFOLK,"Blunt-witted lord, ignoble in demeanor!"
8067,Henry VI Part 2,46,3.2.212,SUFFOLK,"If ever lady wrong'd her lord so much,"
8068,Henry VI Part 2,46,3.2.213,SUFFOLK,Thy mother took into her blameful bed
8069,Henry VI Part 2,46,3.2.214,SUFFOLK,"Some stern untutor'd churl, and noble stock"
8070,Henry VI Part 2,46,3.2.215,SUFFOLK,"Was graft with crab-tree slip, whose fruit thou art,"
8071,Henry VI Part 2,46,3.2.216,SUFFOLK,And never of the Nevils' noble race.
8072,Henry VI Part 2,47,3.2.217,WARWICK,But that the guilt of murder bucklers thee
8073,Henry VI Part 2,47,3.2.218,WARWICK,"And I should rob the deathsman of his fee,"
8074,Henry VI Part 2,47,3.2.219,WARWICK,"Quitting thee thereby of ten thousand shames,"
8075,Henry VI Part 2,47,3.2.220,WARWICK,"And that my sovereign's presence makes me mild,"
8076,Henry VI Part 2,47,3.2.221,WARWICK,"I would, false murderous coward, on thy knee"
8077,Henry VI Part 2,47,3.2.222,WARWICK,"Make thee beg pardon for thy passed speech,"
8078,Henry VI Part 2,47,3.2.223,WARWICK,And say it was thy mother that thou meant'st
8079,Henry VI Part 2,47,3.2.224,WARWICK,"That thou thyself was born in bastardy,"
8080,Henry VI Part 2,47,3.2.225,WARWICK,"And after all this fearful homage done,"
8081,Henry VI Part 2,47,3.2.226,WARWICK,"Give thee thy hire and send thy soul to hell,"
8082,Henry VI Part 2,47,3.2.227,WARWICK,Pernicious blood-sucker of sleeping men!
8083,Henry VI Part 2,48,3.2.228,SUFFOLK,"Thou shall be waking well I shed thy blood,"
8084,Henry VI Part 2,48,3.2.229,SUFFOLK,If from this presence thou darest go with me.
8085,Henry VI Part 2,49,3.2.230,WARWICK,"Away even now, or I will drag thee hence:"
8086,Henry VI Part 2,49,3.2.231,WARWICK,"Unworthy though thou art, I'll cope with thee"
8087,Henry VI Part 2,49,3.2.232,WARWICK,And do some service to Duke Humphrey's ghost.
8088,Henry VI Part 2,49,,WARWICK,Exeunt SUFFOLK and WARWICK
8089,Henry VI Part 2,50,3.2.233,KING HENRY VI,What stronger breastplate than a heart untainted!
8090,Henry VI Part 2,50,3.2.234,KING HENRY VI,"Thrice is he armed that hath his quarrel just,"
8091,Henry VI Part 2,50,3.2.235,KING HENRY VI,"And he but naked, though lock'd up in steel"
8092,Henry VI Part 2,50,3.2.236,KING HENRY VI,Whose conscience with injustice is corrupted.
8093,Henry VI Part 2,50,,KING HENRY VI,A noise within
8094,Henry VI Part 2,51,3.2.237,QUEEN MARGARET,What noise is this?
8095,Henry VI Part 2,51,,QUEEN MARGARET,"Re-enter SUFFOLK and WARWICK, with their weapons drawn"
8096,Henry VI Part 2,52,3.2.238,KING HENRY VI,"Why, how now, lords! your wrathful weapons drawn"
8097,Henry VI Part 2,52,3.2.239,KING HENRY VI,Here in our presence! dare you be so bold?
8098,Henry VI Part 2,52,3.2.240,KING HENRY VI,"Why, what tumultuous clamour have we here?"
8099,Henry VI Part 2,53,3.2.241,SUFFOLK,The traitorous Warwick with the men of Bury
8100,Henry VI Part 2,53,3.2.242,SUFFOLK,"Set all upon me, mighty sovereign."
8101,Henry VI Part 2,54,3.2.243,SALISBURY,"[To the Commons, entering]  Sirs, stand apart,"
8102,Henry VI Part 2,54,3.2.244,SALISBURY,the king shall know your mind.
8103,Henry VI Part 2,54,3.2.245,SALISBURY,"Dread lord, the commons send you word by me,"
8104,Henry VI Part 2,54,3.2.246,SALISBURY,"Unless Lord Suffolk straight be done to death,"
8105,Henry VI Part 2,54,3.2.247,SALISBURY,"Or banished fair England's territories,"
8106,Henry VI Part 2,54,3.2.248,SALISBURY,They will by violence tear him from your palace
8107,Henry VI Part 2,54,3.2.249,SALISBURY,And torture him with grievous lingering death.
8108,Henry VI Part 2,54,3.2.250,SALISBURY,"They say, by him the good Duke Humphrey died,"
8109,Henry VI Part 2,54,3.2.251,SALISBURY,"They say, in him they fear your highness' death,"
8110,Henry VI Part 2,54,3.2.252,SALISBURY,"And mere instinct of love and loyalty,"
8111,Henry VI Part 2,54,3.2.253,SALISBURY,"Free from a stubborn opposite intent,"
8112,Henry VI Part 2,54,3.2.254,SALISBURY,"As being thought to contradict your liking,"
8113,Henry VI Part 2,54,3.2.255,SALISBURY,Makes them thus forward in his banishment.
8114,Henry VI Part 2,54,3.2.256,SALISBURY,"They say, in care of your most royal person,"
8115,Henry VI Part 2,54,3.2.257,SALISBURY,That if your highness should intend to sleep
8116,Henry VI Part 2,54,3.2.258,SALISBURY,And charge that no man should disturb your rest
8117,Henry VI Part 2,54,3.2.259,SALISBURY,"In pain of your dislike or pain of death,"
8118,Henry VI Part 2,54,3.2.260,SALISBURY,"Yet, notwithstanding such a strait edict,"
8119,Henry VI Part 2,54,3.2.261,SALISBURY,"Were there a serpent seen, with forked tongue,"
8120,Henry VI Part 2,54,3.2.262,SALISBURY,"That slily glided towards your majesty,"
8121,Henry VI Part 2,54,3.2.263,SALISBURY,"It were but necessary you were waked,"
8122,Henry VI Part 2,54,3.2.264,SALISBURY,"Lest, being suffer'd in that harmful slumber,"
8123,Henry VI Part 2,54,3.2.265,SALISBURY,"The mortal worm might make the sleep eternal,"
8124,Henry VI Part 2,54,3.2.266,SALISBURY,"And therefore do they cry, though you forbid,"
8125,Henry VI Part 2,54,3.2.267,SALISBURY,"That they will guard you, whether you will or no,"
8126,Henry VI Part 2,54,3.2.268,SALISBURY,"From such fell serpents as false Suffolk is,"
8127,Henry VI Part 2,54,3.2.269,SALISBURY,"With whose envenomed and fatal sting,"
8128,Henry VI Part 2,54,3.2.270,SALISBURY,"Your loving uncle, twenty times his worth,"
8129,Henry VI Part 2,54,3.2.271,SALISBURY,"They say, is shamefully bereft of life."
8130,Henry VI Part 2,55,3.2.272,Commons,"[Within]  An answer from the king, my"
8131,Henry VI Part 2,55,3.2.273,Commons,Lord of Salisbury!
8132,Henry VI Part 2,56,3.2.274,SUFFOLK,"'Tis like the commons, rude unpolish'd hinds,"
8133,Henry VI Part 2,56,3.2.275,SUFFOLK,Could send such message to their sovereign:
8134,Henry VI Part 2,56,3.2.276,SUFFOLK,"But you, my lord, were glad to be employ'd,"
8135,Henry VI Part 2,56,3.2.277,SUFFOLK,To show how quaint an orator you are:
8136,Henry VI Part 2,56,3.2.278,SUFFOLK,But all the honour Salisbury hath won
8137,Henry VI Part 2,56,3.2.279,SUFFOLK,"Is, that he was the lord ambassador"
8138,Henry VI Part 2,56,3.2.280,SUFFOLK,Sent from a sort of tinkers to the king.
8139,Henry VI Part 2,57,3.2.281,Commons,"[Within]  An answer from the king, or we will all break in!"
8140,Henry VI Part 2,58,3.2.282,KING HENRY VI,"Go, Salisbury, and tell them all from me."
8141,Henry VI Part 2,58,3.2.283,KING HENRY VI,"I thank them for their tender loving care,"
8142,Henry VI Part 2,58,3.2.284,KING HENRY VI,"And had I not been cited so by them,"
8143,Henry VI Part 2,58,3.2.285,KING HENRY VI,"Yet did I purpose as they do entreat,"
8144,Henry VI Part 2,58,3.2.286,KING HENRY VI,"For, sure, my thoughts do hourly prophesy"
8145,Henry VI Part 2,58,3.2.287,KING HENRY VI,Mischance unto my state by Suffolk's means:
8146,Henry VI Part 2,58,3.2.288,KING HENRY VI,"And therefore, by His majesty I swear,"
8147,Henry VI Part 2,58,3.2.289,KING HENRY VI,"Whose far unworthy deputy I am,"
8148,Henry VI Part 2,58,3.2.290,KING HENRY VI,He shall not breathe infection in this air
8149,Henry VI Part 2,58,3.2.291,KING HENRY VI,"But three days longer, on the pain of death."
8150,Henry VI Part 2,58,,KING HENRY VI,Exit SALISBURY
8151,Henry VI Part 2,59,3.2.292,QUEEN MARGARET,"O Henry, let me plead for gentle Suffolk!"
8152,Henry VI Part 2,60,3.2.293,KING HENRY VI,"Ungentle queen, to call him gentle Suffolk!"
8153,Henry VI Part 2,60,3.2.294,KING HENRY VI,"No more, I say: if thou dost plead for him,"
8154,Henry VI Part 2,60,3.2.295,KING HENRY VI,Thou wilt but add increase unto my wrath.
8155,Henry VI Part 2,60,3.2.296,KING HENRY VI,"Had I but said, I would have kept my word,"
8156,Henry VI Part 2,60,3.2.297,KING HENRY VI,"But when I swear, it is irrevocable."
8157,Henry VI Part 2,60,3.2.298,KING HENRY VI,"If, after three days' space, thou here be'st found"
8158,Henry VI Part 2,60,3.2.299,KING HENRY VI,"On any ground that I am ruler of,"
8159,Henry VI Part 2,60,3.2.300,KING HENRY VI,The world shall not be ransom for thy life.
8160,Henry VI Part 2,60,3.2.301,KING HENRY VI,"Come, Warwick, come, good Warwick, go with me,"
8161,Henry VI Part 2,60,3.2.302,KING HENRY VI,I have great matters to impart to thee.
8162,Henry VI Part 2,60,,KING HENRY VI,Exeunt all but QUEEN MARGARET and SUFFOLK
8163,Henry VI Part 2,61,3.2.303,QUEEN MARGARET,Mischance and sorrow go along with you!
8164,Henry VI Part 2,61,3.2.304,QUEEN MARGARET,Heart's discontent and sour affliction
8165,Henry VI Part 2,61,3.2.305,QUEEN MARGARET,Be playfellows to keep you company!
8166,Henry VI Part 2,61,3.2.306,QUEEN MARGARET,"There's two of you, the devil make a third!"
8167,Henry VI Part 2,61,3.2.307,QUEEN MARGARET,And threefold vengeance tend upon your steps!
