Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
953,Henry IV,15,2.3.87,"So far afoot, I shall be weary, love.",CORIN
954,Henry IV,16,2.3.88,"Come, come, you paraquito, answer me",ANTONIO
955,Henry IV,16,2.3.89,Directly unto this question that I ask:,LAERTES
956,Henry IV,16,2.3.90,"In faith, I'll break thy little finger, Harry,",JULIET
957,Henry IV,16,2.3.91,An if thou wilt not tell me all things true.,TIMON
958,Henry IV,17,2.3.92,"Away,",SPEED
959,Henry IV,17,2.3.93,"Away, you trifler! Love! I love thee not,",MACBETH
960,Henry IV,17,2.3.94,"I care not for thee, Kate: this is no world",KING RICHARD II
961,Henry IV,17,2.3.95,To play with mammets and to tilt with lips:,BRUTUS
962,Henry IV,17,2.3.96,"We must have bloody noses and crack'd crowns,",RICHMOND
963,Henry IV,17,2.3.97,"And pass them current too. God's me, my horse!",JULIET
964,Henry IV,17,2.3.98,"What say'st thou, Kate? what would'st thou",Second Senator
965,Henry IV,17,2.3.99,have with me?,AGAMEMNON
966,Henry IV,18,2.3.100,"Do you not love me? do you not, indeed?",KING LEAR
967,Henry IV,18,2.3.101,"Well, do not then, for since you love me not,",CONSTANCE
968,Henry IV,18,2.3.102,I will not love myself. Do you not love me?,ANTONY
969,Henry IV,18,2.3.103,"Nay, tell me if you speak in jest or no.",HELENA
970,Henry IV,19,2.3.104,"Come, wilt thou see me ride?",CARDINAL PANDULPH
971,Henry IV,19,2.3.105,"And when I am on horseback, I will swear",DUKE SOLINUS
972,Henry IV,19,2.3.106,"I love thee infinitely. But hark you, Kate,",DONALBAIN
973,Henry IV,19,2.3.107,I must not have you henceforth question me,OF WINCHESTER
974,Henry IV,19,2.3.108,"Whither I go, nor reason whereabout:",VIOLA
975,Henry IV,19,2.3.109,"Whither I must, I must, and, to conclude,",WARWICK
976,Henry IV,19,2.3.110,"This evening must I leave you, gentle Kate.",TRINCULO
977,Henry IV,19,2.3.111,"I know you wise, but yet no farther wise",Clown
978,Henry IV,19,2.3.112,"Than Harry Percy's wife: constant you are,",KING LEAR
979,Henry IV,19,2.3.113,"But yet a woman: and for secrecy,",DUKE VINCENTIO
980,Henry IV,19,2.3.114,"No lady closer, for I well believe",WHITMORE
981,Henry IV,19,2.3.115,"Thou wilt not utter what thou dost not know,",BENEDICK
982,Henry IV,19,2.3.116,"And so far will I trust thee, gentle Kate.",CAMILLO
983,Henry IV,20,2.3.117,How! so far?,VALENTINE
984,Henry IV,21,2.3.118,"Not an inch further. But hark you, Kate:",KING HENRY VI
985,Henry IV,21,2.3.119,"Whither I go, thither shall you go too,",CORNWALL
986,Henry IV,21,2.3.120,"To-day will I set forth, to-morrow you.",QUEEN MARGARET
987,Henry IV,21,2.3.121,"Will this content you, Kate?",ALBANY
988,Henry IV,22,2.3.122,It must of force.,HECATE
989,Henry IV,22,,Exeunt,CORNWALL
990,Henry IV,22,,"SCENE IV. The Boar's-Head Tavern, Eastcheap.",SATURNINUS
991,Henry IV,22,,Enter PRINCE HENRY and POINS,HECTOR
992,Henry IV,1,2.4.1,"Ned, prithee, come out of that fat room, and lend me",HELENA
993,Henry IV,1,2.4.2,thy hand to laugh a little.,Second Gentleman
994,Henry IV,2,2.4.3,"Where hast been, Hal?",REGAN
995,Henry IV,3,2.4.4,With three or four loggerheads amongst three or four,HORATIO
996,Henry IV,3,2.4.5,score hogsheads. I have sounded the very,CERES
997,Henry IV,3,2.4.6,"base-string of humility. Sirrah, I am sworn brother",VOLUMNIA
998,Henry IV,3,2.4.7,"to a leash of drawers, and can call them all by",DUKE VINCENTIO
999,Henry IV,3,2.4.8,"their christen names, as Tom, Dick, and Francis.",ROSENCRANTZ
1000,Henry IV,3,2.4.9,"They take it already upon their salvation, that",CARDINAL PANDULPH
1001,Henry IV,3,2.4.10,"though I be but the prince of Wales, yet I am king",KING PHILIP
1002,Henry IV,3,2.4.11,"of courtesy, and tell me flatly I am no proud Jack,",BOYET
1003,Henry IV,3,2.4.12,"like Falstaff, but a Corinthian, a lad of mettle, a",YORK
1004,Henry IV,3,2.4.13,"good boy, by the Lord, so they call me, and when I",DUCHESS OF YORK
1005,Henry IV,3,2.4.14,"am king of England, I shall command all the good",GOWER
1006,Henry IV,3,2.4.15,"lads in Eastcheap. They call drinking deep, dyeing",DON JOHN
1007,Henry IV,3,2.4.16,"scarlet, and when you breathe in your watering, they",FRIAR LAURENCE
1008,Henry IV,3,2.4.17,"cry  'hem!' and bid you play it off. To conclude, I",TROILUS
1009,Henry IV,3,2.4.18,"am so good a proficient in one quarter of an hour,",DUKE SOLINUS
1010,Henry IV,3,2.4.19,that I can drink with any tinker in his own language,BIONDELLO
1011,Henry IV,3,2.4.20,"during my life. I tell thee, Ned, thou hast lost",HORATIO
1012,Henry IV,3,2.4.21,"much honour, that thou wert not with me in this sweet",STEPHANO
1013,Henry IV,3,2.4.22,"action. But, sweet Ned,--to sweeten which name of",CASSIO
1014,Henry IV,3,2.4.23,"Ned, I give thee this pennyworth of sugar, clapped",Prologue
1015,Henry IV,3,2.4.24,"even now into my hand by an under-skinker, one that",WARWICK
1016,Henry IV,3,2.4.25,never spake other English in his life than 'Eight,DUKE OF YORK
1017,Henry IV,3,2.4.26,"shillings and sixpence' and 'You are welcome,' with",THYREUS
1018,Henry IV,3,2.4.27,"this shrill addition, 'Anon, anon, sir! Score a pint",CARDINAL WOLSEY
1019,Henry IV,3,2.4.28,"of bastard in the Half-Moon,' or so. But, Ned, to",OTHELLO
1020,Henry IV,3,2.4.29,"drive away the time till Falstaff come, I prithee,",LODOVICO
1021,Henry IV,3,2.4.30,"do thou stand in some by-room, while I question my",CLAUDIO
1022,Henry IV,3,2.4.31,"puny drawer to what end he gave me the sugar, and do",PROTEUS
1023,Henry IV,3,2.4.32,"thou never leave calling 'Francis,' that his tale",JOAN LA PUCELLE
1024,Henry IV,3,2.4.33,"to me may be nothing but 'Anon.' Step aside, and",HECTOR
1025,Henry IV,3,2.4.34,I'll show thee a precedent.,PORTIA
1026,Henry IV,4,2.4.35,Francis!,IMOGEN
1027,Henry IV,5,2.4.36,Thou art perfect.,MISTRESS OVERDONE
1028,Henry IV,6,2.4.37,Francis!,LUCIO
1029,Henry IV,6,,Exit POINS,First Murderer
1030,Henry IV,6,,Enter FRANCIS,THERSITES
1031,Henry IV,7,2.4.38,"Anon, anon, sir. Look down into the Pomgarnet, Ralph.",LEONTES
1032,Henry IV,8,2.4.39,"Come hither, Francis.",Messenger
1033,Henry IV,9,2.4.40,My lord?,AARON
1034,Henry IV,10,2.4.41,"How long hast thou to serve, Francis?",REGAN
1035,Henry IV,11,2.4.42,"Forsooth, five years, and as much as to--",CORIOLANUS
1036,Henry IV,12,2.4.43,[Within]  Francis!,Fool
1037,Henry IV,13,2.4.44,"Anon, anon, sir.",VALENTINE
1038,Henry IV,14,2.4.45,"Five year! by'r lady, a long lease for the clinking",KING HENRY V
1039,Henry IV,14,2.4.46,"of pewter. But, Francis, darest thou be so valiant",ROSALINE
1040,Henry IV,14,2.4.47,as to play the coward with thy indenture and show it,Messenger
1041,Henry IV,14,2.4.48,a fair pair of heels and run from it?,GUIDERIUS
1042,Henry IV,15,2.4.49,"O Lord, sir, I'll be sworn upon all the books in",DUKE OF YORK
1043,Henry IV,15,2.4.50,"England, I could find in my heart.",EDMUND
1044,Henry IV,16,2.4.51,[Within]  Francis!,PAROLLES
1045,Henry IV,17,2.4.52,"Anon, sir.",VIOLA
1046,Henry IV,18,2.4.53,"How old art thou, Francis?",Clerk
1047,Henry IV,19,2.4.54,Let me see--about Michaelmas next I shall be--,MARCELLUS
1048,Henry IV,20,2.4.55,[Within]  Francis!,FERDINAND
1049,Henry IV,21,2.4.56,"Anon, sir. Pray stay a little, my lord.",LUCIANA
1050,Henry IV,22,2.4.57,"Nay, but hark you, Francis: for the sugar thou",Sexton
1051,Henry IV,22,2.4.58,"gavest me,'twas a pennyworth, wast't not?",BUCKINGHAM
1052,Henry IV,23,2.4.59,"O Lord, I would it had been two!",of Prince Edward
1053,Henry IV,24,2.4.60,I will give thee for it a thousand pound: ask me,CELIA
1054,Henry IV,24,2.4.61,"when thou wilt, and thou shalt have it.",VALENTINE
1055,Henry IV,25,2.4.62,[Within]  Francis!,ADAM
1056,Henry IV,26,2.4.63,"Anon, anon.",PROTEUS
1057,Henry IV,27,2.4.64,"Anon, Francis? No, Francis, but to-morrow, Francis,",Gentleman
1058,Henry IV,27,2.4.65,"or, Francis, o' Thursday, or indeed, Francis, when",Ghost
1059,Henry IV,27,2.4.66,"thou wilt. But, Francis!",CARDINAL WOLSEY
1060,Henry IV,28,2.4.67,My lord?,DERBY
1061,Henry IV,29,2.4.68,"Wilt thou rob this leathern jerkin, crystal-button,",Chamberlain
1062,Henry IV,29,2.4.69,"not-pated, agate-ring, puke-stocking, caddis-garter,",TROILUS
1063,Henry IV,29,2.4.70,"smooth-tongue, Spanish-pouch,--",First Gentleman
1064,Henry IV,30,2.4.71,"O Lord, sir, who do you mean?",OCTAVIUS CAESAR
1065,Henry IV,31,2.4.72,"Why, then, your brown bastard is your only drink,",DUKE OF YORK
1066,Henry IV,31,2.4.73,"for look you, Francis, your white canvas doublet",Chorus
1067,Henry IV,31,2.4.74,"will sully: in Barbary, sir, it cannot come to so much.",BRUTUS
1068,Henry IV,32,2.4.75,"What, sir?",GLOUCESTER
1069,Henry IV,33,2.4.76,[Within]  Francis!,DUKE OF AUMERLE
1070,Henry IV,34,2.4.77,"Away, you rogue! dost thou not hear them call?",CYMBELINE
1071,Henry IV,34,2.4.77,"Here they both call him, the drawer stands amazed, not knowing which way to go",AEMELIA
1072,Henry IV,34,,Enter Vintner,KING RICHARD II
1073,Henry IV,35,2.4.78,"What, standest thou still, and hearest such a",MISTRESS PAGE
1074,Henry IV,35,2.4.79,calling? Look to the guests within.,APEMANTUS
1075,Henry IV,35,,Exit Francis,BASTARD
1076,Henry IV,35,2.4.80,"My lord, old Sir John, with half-a-dozen more, are",JAQUES
1077,Henry IV,35,2.4.81,at the door: shall I let them in?,First Senator
1078,Henry IV,36,2.4.82,"Let them alone awhile, and then open the door.",BOTTOM
1079,Henry IV,36,,Exit Vintner,CLARENCE
1080,Henry IV,36,2.4.83,Poins!,BRUTUS
1081,Henry IV,36,,Re-enter POINS,AENEAS
1082,Henry IV,37,2.4.84,"Anon, anon, sir.",OTHELLO
1083,Henry IV,38,2.4.85,"Sirrah, Falstaff and the rest of the thieves are at",NESTOR
1084,Henry IV,38,2.4.86,the door: shall we be merry?,POMPEY
1085,Henry IV,39,2.4.87,"As merry as crickets, my lad. But hark ye, what",HAMLET
1086,Henry IV,39,2.4.88,cunning match have you made with this jest of the,LEONATO
1087,Henry IV,39,2.4.89,"drawer? come, what's the issue?",GLOUCESTER
1088,Henry IV,40,2.4.90,I am now of all humours that have showed themselves,HENRY BOLINGBROKE
1089,Henry IV,40,2.4.91,humours since the old days of goodman Adam to the,DOMITIUS ENOBARBUS
1090,Henry IV,40,2.4.92,pupil age of this present twelve o'clock at midnight.,IACHIMO
1091,Henry IV,40,,Re-enter FRANCIS,VALENTINE
1092,Henry IV,40,2.4.93,"What's o'clock, Francis?",TALBOT
1093,Henry IV,41,2.4.94,"Anon, anon, sir.",GOWER
1094,Henry IV,41,,Exit,BAPTISTA
1095,Henry IV,42,2.4.95,That ever this fellow should have fewer words than a,GREMIO
1096,Henry IV,42,2.4.96,"parrot, and yet the son of a woman! His industry is",ALCIBIADES
1097,Henry IV,42,2.4.97,"upstairs and downstairs, his eloquence the parcel of",KING RICHARD II
1098,Henry IV,42,2.4.98,"a reckoning. I am not yet of Percy's mind, the",SIR ANDREW
1099,Henry IV,42,2.4.99,"Hotspur of the north, he that kills me some six or",Nurse
1100,Henry IV,42,2.4.100,"seven dozen of Scots at a breakfast, washes his",HELENA
1101,Henry IV,42,2.4.101,"hands, and says to his wife 'Fie upon this quiet",GLOUCESTER
1102,Henry IV,42,2.4.102,"life! I want work.' 'O my sweet Harry,' says she,",CLARENCE
1103,Henry IV,42,2.4.103,'how many hast thou killed to-day?' 'Give my roan,LADY CAPULET
1104,Henry IV,42,2.4.104,"horse a drench,' says he, and answers 'Some",OF SYRACUSE
1105,Henry IV,42,2.4.105,"fourteen,' an hour after, 'a trifle, a trifle.' I",CHIRON
1106,Henry IV,42,2.4.106,"prithee, call in Falstaff: I'll play Percy, and",AEMILIUS
1107,Henry IV,42,2.4.107,that damned brawn shall play Dame Mortimer his,ULYSSES
1108,Henry IV,42,2.4.108,"wife. 'Rivo!' says the drunkard. Call in ribs, call in tallow.",BUCKINGHAM
1109,Henry IV,42,2.4.108,"Enter FALSTAFF, GADSHILL, BARDOLPH, and PETO, FRANCIS following with wine",YORK
1110,Henry IV,43,2.4.109,"Welcome, Jack: where hast thou been?",KING HENRY VI
1111,Henry IV,44,2.4.110,"A plague of all cowards, I say, and a vengeance too!",PISANIO
1112,Henry IV,44,2.4.111,"marry, and amen! Give me a cup of sack, boy. Ere I",Gentleman
1113,Henry IV,44,2.4.112,"lead this life long, I'll sew nether stocks and mend",KING EDWARD IV
1114,Henry IV,44,2.4.113,them and foot them too. A plague of all cowards!,WARWICK
1115,Henry IV,44,2.4.114,"Give me a cup of sack, rogue. Is there no virtue extant?",QUINCE
1116,Henry IV,44,,He drinks,CORNWALL
1117,Henry IV,45,2.4.115,Didst thou never see Titan kiss a dish of butter?,Fool
1118,Henry IV,45,2.4.116,"pitiful-hearted Titan, that melted at the sweet tale",KING CLAUDIUS
1119,Henry IV,45,2.4.117,"of the sun's! if thou didst, then behold that compound.",HAMLET
1120,Henry IV,46,2.4.118,"You rogue, here's lime in this sack too: there is",KING HENRY VIII
1121,Henry IV,46,2.4.119,nothing but roguery to be found in villanous man:,ORLANDO
1122,Henry IV,46,2.4.120,yet a coward is worse than a cup of sack with lime,Chamberlain
1123,Henry IV,46,2.4.121,"in it. A villanous coward! Go thy ways, old Jack,",EMILIA
1124,Henry IV,46,2.4.122,"die when thou wilt, if manhood, good manhood, be",COSTARD
1125,Henry IV,46,2.4.123,"not forgot upon the face of the earth, then am I a",EDWARD
1126,Henry IV,46,2.4.124,shotten herring. There live not three good men,COUNTESS
1127,Henry IV,46,2.4.125,"unhanged in England, and one of them is fat and",NORFOLK
1128,Henry IV,46,2.4.126,"grows old: God help the while! a bad world, I say.",AUFIDIUS
1129,Henry IV,46,2.4.127,"I would I were a weaver, I could sing psalms or any",VOLUMNIA
1130,Henry IV,46,2.4.128,"thing. A plague of all cowards, I say still.",ALL
1131,Henry IV,47,2.4.129,"How now, wool-sack! what mutter you?",CLEOPATRA
1132,Henry IV,48,2.4.130,A king's son! If I do not beat thee out of thy,TROILUS
1133,Henry IV,48,2.4.131,"kingdom with a dagger of lath, and drive all thy",GUILDENSTERN
1134,Henry IV,48,2.4.132,"subjects afore thee like a flock of wild-geese,",MARIANA
1135,Henry IV,48,2.4.133,I'll never wear hair on my face more. You Prince of Wales!,TALBOT
1136,Henry IV,49,2.4.134,"Why, you whoreson round man, what's the matter?",TALBOT
1137,Henry IV,50,2.4.135,Are not you a coward? answer me to that: and Poins there?,QUEEN KATHARINE
1138,Henry IV,51,2.4.136,"'Zounds, ye fat paunch, an ye call me coward, by the",ALCIBIADES
1139,Henry IV,51,2.4.137,"Lord, I'll stab thee.",GOBBO
1140,Henry IV,52,2.4.138,I call thee coward! I'll see thee damned ere I call,LUCENTIO
1141,Henry IV,52,2.4.139,thee coward: but I would give a thousand pound I,RODERIGO
1142,Henry IV,52,2.4.140,could run as fast as thou canst. You are straight,LUCENTIO
1143,Henry IV,52,2.4.141,"enough in the shoulders, you care not who sees your",TOUCHSTONE
1144,Henry IV,52,2.4.142,back: call you that backing of your friends? A,HELEN
1145,Henry IV,52,2.4.143,plague upon such backing! give me them that will,OCTAVIUS CAESAR
1146,Henry IV,52,2.4.144,"face me. Give me a cup of sack: I am a rogue, if I",WARWICK
1147,Henry IV,52,2.4.145,drunk to-day.,APEMANTUS
1148,Henry IV,53,2.4.146,O villain! thy lips are scarce wiped since thou,GLOUCESTER
1149,Henry IV,53,2.4.147,drunkest last.,Nurse
1150,Henry IV,54,2.4.148,All's one for that.,ANGELO
1151,Henry IV,54,,He drinks,RICHMOND
1152,Henry IV,54,2.4.149,"A plague of all cowards, still say I.",PETRUCHIO
1153,Henry IV,55,2.4.150,What's the matter?,HERO
1154,Henry IV,56,2.4.151,What's the matter! there be four of us here have,Clown
1155,Henry IV,56,2.4.152,ta'en a thousand pound this day morning.,FALSTAFF
1156,Henry IV,57,2.4.153,"Where is it, Jack? where is it?",ISABELLA
1157,Henry IV,58,2.4.154,Where is it! taken from us it is: a hundred upon,FORD
1158,Henry IV,58,2.4.155,poor four of us.,GLOUCESTER
1159,Henry IV,59,2.4.156,"What, a hundred, man?",OLIVER
1160,Henry IV,60,2.4.157,"I am a rogue, if I were not at half-sword with a",First Lord
1161,Henry IV,60,2.4.158,dozen of them two hours together. I have 'scaped by,DUKE
1162,Henry IV,60,2.4.159,miracle. I am eight times thrust through the,ROSALIND
1163,Henry IV,60,2.4.160,"doublet, four through the hose, my buckler cut",FALSTAFF
1164,Henry IV,60,2.4.161,"through and through, my sword hacked like a",BRABANTIO
1165,Henry IV,60,2.4.162,hand-saw--ecce signum! I never dealt better since,FENTON
1166,Henry IV,60,2.4.163,I was a man: all would not do. A plague of all,THYREUS
1167,Henry IV,60,2.4.164,cowards! Let them speak: if they speak more or,IACHIMO
1168,Henry IV,60,2.4.165,"less than truth, they are villains and the sons of darkness.",DOLABELLA
1169,Henry IV,61,2.4.166,"Speak, sirs, how was it?",GARDINER
1170,Henry IV,62,2.4.167,We four set upon some dozen--,ARTHUR
1171,Henry IV,63,2.4.168,"Sixteen at least, my lord.",CAPULET
1172,Henry IV,64,2.4.169,And bound them.,MARCIUS
1173,Henry IV,65,2.4.170,"No, no, they were not bound.",PAROLLES
1174,Henry IV,66,2.4.171,"You rogue, they were bound, every man of them, or I",ISABELLA
1175,Henry IV,66,2.4.172,"am a Jew else, an Ebrew Jew.",CAPULET
1176,Henry IV,67,2.4.173,"As we were sharing, some six or seven fresh men set upon us--",Servant
1177,Henry IV,68,2.4.174,"And unbound the rest, and then come in the other.",KING CLAUDIUS
1178,Henry IV,69,2.4.175,"What, fought you with them all?",BAPTISTA
1179,Henry IV,70,2.4.176,"All! I know not what you call all, but if I fought",TIMON
1180,Henry IV,70,2.4.177,"not with fifty of them, I am a bunch of radish: if",LEONTES
1181,Henry IV,70,2.4.178,there were not two or three and fifty upon poor old,SIR ANDREW
1182,Henry IV,70,2.4.179,"Jack, then am I no two-legged creature.",THESEUS
1183,Henry IV,71,2.4.180,Pray God you have not murdered some of them.,MISTRESS QUICKLY
1184,Henry IV,72,2.4.181,"Nay, that's past praying for: I have peppered two",PROSPERO
1185,Henry IV,72,2.4.182,"of them, two I am sure I have paid, two rogues",HAMLET
1186,Henry IV,72,2.4.183,"in buckram suits. I tell thee what, Hal, if I tell",First Lord
1187,Henry IV,72,2.4.184,"thee a lie, spit in my face, call me horse. Thou",ORLEANS
1188,Henry IV,72,2.4.185,"knowest my old ward, here I lay and thus I bore my",Sergeant
1189,Henry IV,72,2.4.186,point. Four rogues in buckram let drive at me--,TROILUS
1190,Henry IV,73,2.4.187,"What, four? thou saidst but two even now.",CELIA
1191,Henry IV,74,2.4.188,"Four, Hal, I told thee four.",MACBETH
1192,Henry IV,75,2.4.189,"Ay, ay, he said four.",MISTRESS PAGE
1193,Henry IV,76,2.4.190,"These four came all a-front, and mainly thrust at",DOGBERRY
1194,Henry IV,76,2.4.191,me. I made me no more ado but took all their seven,HOTSPUR
1195,Henry IV,76,2.4.192,"points in my target, thus.",KING HENRY VI
1196,Henry IV,77,2.4.193,"Seven? why, there were but four even now.",SHYLOCK
1197,Henry IV,78,2.4.194,In buckram?,POMPEY
