Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine
2088,Henry IV,25,3.2.252,"Dowlas, filthy dowlas: I have given them away to"
2089,Henry IV,25,3.2.253,"bakers' wives, and they have made bolters of them."
2090,Henry IV,26,3.2.254,"Now, as I am a true woman, holland of eight"
2091,Henry IV,26,3.2.255,"shillings an ell. You owe money here besides, Sir"
2092,Henry IV,26,3.2.256,"John, for your diet and by-drinkings, and money lent"
2093,Henry IV,26,3.2.257,"you, four and twenty pound."
2094,Henry IV,27,3.2.258,"He had his part of it, let him pay."
2095,Henry IV,28,3.2.259,"He? alas, he is poor, he hath nothing."
2096,Henry IV,29,3.2.260,"How! poor? look upon his face, what call you rich?"
2097,Henry IV,29,3.2.261,"let them coin his nose, let them coin his cheeks:"
2098,Henry IV,29,3.2.262,"Ill not pay a denier. What, will you make a younker"
2099,Henry IV,29,3.2.263,of me? shall I not take mine case in mine inn but I
2100,Henry IV,29,3.2.264,shall have my pocket picked? I have lost a
2101,Henry IV,29,3.2.265,seal-ring of my grandfather's worth forty mark.
2102,Henry IV,30,3.2.266,"O Jesu, I have heard the prince tell him, I know not"
2103,Henry IV,30,3.2.267,"how oft, that ring was copper!"
2104,Henry IV,31,3.2.268,"How! the prince is a Jack, a sneak-cup: 'sblood, an"
2105,Henry IV,31,3.2.269,"he were here, I would cudgel him like a dog, if he"
2106,Henry IV,31,3.2.270,would say so.
2107,Henry IV,31,,"Enter PRINCE HENRY and PETO, marching, and FALSTAFF meets them playing on his truncheon like a life"
2108,Henry IV,31,3.2.271,"How now, lad! is the wind in that door, i' faith?"
2109,Henry IV,31,3.2.272,must we all march?
2110,Henry IV,32,3.2.273,"Yea, two and two, Newgate fashion."
2111,Henry IV,33,3.2.274,"My lord, I pray you, hear me."
2112,Henry IV,34,3.2.275,"What sayest thou, Mistress Quickly? How doth thy"
2113,Henry IV,34,3.2.276,"husband? I love him well, he is an honest man."
2114,Henry IV,35,3.2.277,"Good my lord, hear me."
2115,Henry IV,36,3.2.278,"Prithee, let her alone, and list to me."
2116,Henry IV,37,3.2.279,"What sayest thou, Jack?"
2117,Henry IV,38,3.2.280,The other night I fell asleep here behind the arras
2118,Henry IV,38,3.2.281,and had my pocket picked: this house is turned
2119,Henry IV,38,3.2.282,"bawdy-house, they pick pockets."
2120,Henry IV,39,3.2.283,"What didst thou lose, Jack?"
2121,Henry IV,40,3.2.284,"Wilt thou believe me, Hal? three or four bonds of"
2122,Henry IV,40,3.2.285,"forty pound apiece, and a seal-ring of my"
2123,Henry IV,40,3.2.286,grandfather's.
2124,Henry IV,41,3.2.287,"A trifle, some eight-penny matter."
2125,Henry IV,42,3.2.288,"So I told him, my lord, and I said I heard your"
2126,Henry IV,42,3.2.289,"grace say so: and, my lord, he speaks most vilely"
2127,Henry IV,42,3.2.290,"of you, like a foul-mouthed man as he is, and said"
2128,Henry IV,42,3.2.291,he would cudgel you.
2129,Henry IV,43,3.2.292,What! he did not?
2130,Henry IV,44,3.2.293,"There's neither faith, truth, nor womanhood in me else."
2131,Henry IV,45,3.2.294,There's no more faith in thee than in a stewed
2132,Henry IV,45,3.2.295,"prune, nor no more truth in thee than in a drawn"
2133,Henry IV,45,3.2.296,"fox, and for womanhood, Maid Marian may be the"
2134,Henry IV,45,3.2.297,"deputy's wife of the ward to thee. Go, you thing,"
2135,Henry IV,45,3.2.298,go
2136,Henry IV,46,3.2.299,"Say, what thing? what thing?"
2137,Henry IV,47,3.2.300,"What thing! why, a thing to thank God on."
2138,Henry IV,48,3.2.301,"I am no thing to thank God on, I would thou"
2139,Henry IV,48,3.2.302,"shouldst know it, I am an honest man's wife: and,"
2140,Henry IV,48,3.2.303,"setting thy knighthood aside, thou art a knave to"
2141,Henry IV,48,3.2.304,call me so.
2142,Henry IV,49,3.2.305,"Setting thy womanhood aside, thou art a beast to say"
2143,Henry IV,49,3.2.306,otherwise.
2144,Henry IV,50,3.2.307,"Say, what beast, thou knave, thou?"
2145,Henry IV,51,3.2.308,"What beast! why, an otter."
2146,Henry IV,52,3.2.309,"An otter, Sir John! Why an otter?"
2147,Henry IV,53,3.2.310,"Why, she's neither fish nor flesh, a man knows not"
2148,Henry IV,53,3.2.311,where to have her.
2149,Henry IV,54,3.2.312,Thou art an unjust man in saying so: thou or any
2150,Henry IV,54,3.2.313,"man knows where to have me, thou knave, thou!"
2151,Henry IV,55,3.2.314,"Thou sayest true, hostess, and he slanders thee most grossly."
2152,Henry IV,56,3.2.315,"So he doth you, my lord, and said this other day you"
2153,Henry IV,56,3.2.316,ought him a thousand pound.
2154,Henry IV,57,3.2.317,"Sirrah, do I owe you a thousand pound?"
2155,Henry IV,58,3.2.318,"A thousand pound, Ha! a million: thy love is worth"
2156,Henry IV,58,3.2.319,a million: thou owest me thy love.
2157,Henry IV,59,3.2.320,"Nay, my lord, he called you Jack, and said he would"
2158,Henry IV,59,3.2.321,cudgel you.
2159,Henry IV,60,3.2.322,"Did I, Bardolph?"
2160,Henry IV,61,3.2.323,"Indeed, Sir John, you said so."
2161,Henry IV,62,3.2.324,"Yea, if he said my ring was copper."
2162,Henry IV,63,3.2.325,I say 'tis copper: darest thou be as good as thy word now?
2163,Henry IV,64,3.2.326,"Why, Hal, thou knowest, as thou art but man, I dare:"
2164,Henry IV,64,3.2.327,"but as thou art prince, I fear thee as I fear the"
2165,Henry IV,64,3.2.328,roaring of a lion's whelp.
2166,Henry IV,65,3.2.329,And why not as the lion?
2167,Henry IV,66,3.2.330,The king is to be feared as the lion: dost thou
2168,Henry IV,66,3.2.331,"think I'll fear thee as I fear thy father? nay, an"
2169,Henry IV,66,3.2.332,"I do, I pray God my girdle break."
2170,Henry IV,67,3.2.333,"O, if it should, how would thy guts fall about thy"
2171,Henry IV,67,3.2.334,"knees! But, sirrah, there's no room for faith,"
2172,Henry IV,67,3.2.335,"truth, nor honesty in this bosom of thine, it is all"
2173,Henry IV,67,3.2.336,filled up with guts and midriff. Charge an honest
2174,Henry IV,67,3.2.337,"woman with picking thy pocket! why, thou whoreson,"
2175,Henry IV,67,3.2.338,"impudent, embossed rascal, if there were anything in"
2176,Henry IV,67,3.2.339,"thy pocket but tavern-reckonings, memorandums of"
2177,Henry IV,67,3.2.340,"bawdy-houses, and one poor penny-worth of"
2178,Henry IV,67,3.2.341,"sugar-candy to make thee long-winded, if thy pocket"
2179,Henry IV,67,3.2.342,"were enriched with any other injuries but these, I"
2180,Henry IV,67,3.2.343,"am a villain: and yet you will stand to if, you will"
2181,Henry IV,67,3.2.344,not pocket up wrong: art thou not ashamed?
2182,Henry IV,68,3.2.345,"Dost thou hear, Hal? thou knowest in the state of"
2183,Henry IV,68,3.2.346,"innocency Adam fell, and what should poor Jack"
2184,Henry IV,68,3.2.347,Falstaff do in the days of villany? Thou seest I
2185,Henry IV,68,3.2.348,"have more flesh than another man, and therefore more"
2186,Henry IV,68,3.2.349,"frailty. You confess then, you picked my pocket?"
2187,Henry IV,69,3.2.350,It appears so by the story.
2188,Henry IV,70,3.2.351,"Hostess, I forgive thee: go, make ready breakfast,"
2189,Henry IV,70,3.2.352,"love thy husband, look to thy servants, cherish thy"
2190,Henry IV,70,3.2.353,guests: thou shalt find me tractable to any honest
2191,Henry IV,70,3.2.354,"reason: thou seest I am pacified still. Nay,"
2192,Henry IV,70,3.2.355,"prithee, be gone."
2193,Henry IV,70,,Exit Hostess
2194,Henry IV,70,3.2.356,"Now Hal, to the news at court: for the robbery,"
2195,Henry IV,70,3.2.357,"lad, how is that answered?"
2196,Henry IV,71,3.2.358,"O, my sweet beef, I must still be good angel to"
2197,Henry IV,71,3.2.359,thee: the money is paid back again.
2198,Henry IV,72,3.2.360,"O, I do not like that paying back, 'tis a double labour."
2199,Henry IV,73,3.2.361,I am good friends with my father and may do any thing.
2200,Henry IV,74,3.2.362,"Rob me the exchequer the first thing thou doest, and"
2201,Henry IV,74,3.2.363,do it with unwashed hands too.
2202,Henry IV,75,3.2.364,"Do, my lord."
2203,Henry IV,76,3.2.365,"I have procured thee, Jack, a charge of foot."
2204,Henry IV,77,3.2.366,I would it had been of horse. Where shall I find
2205,Henry IV,77,3.2.367,"one that can steal well? O for a fine thief, of the"
2206,Henry IV,77,3.2.368,age of two and twenty or thereabouts! I am
2207,Henry IV,77,3.2.369,"heinously unprovided. Well, God be thanked for"
2208,Henry IV,77,3.2.370,"these rebels, they offend none but the virtuous: I"
2209,Henry IV,77,3.2.371,"laud them, I praise them."
2210,Henry IV,78,3.2.372,Bardolph!
2211,Henry IV,79,3.2.373,My lord?
2212,Henry IV,80,3.2.374,"Go bear this letter to Lord John of Lancaster, to my"
2213,Henry IV,80,3.2.375,"brother John, this to my Lord of Westmoreland."
2214,Henry IV,80,,Exit Bardolph
2215,Henry IV,80,3.2.376,"Go, Peto, to horse, to horse, for thou and I have"
2216,Henry IV,80,3.2.377,thirty miles to ride yet ere dinner time.
2217,Henry IV,80,,Exit Peto
2218,Henry IV,80,3.2.378,"Jack, meet me to-morrow in the temple hall at two"
2219,Henry IV,80,3.2.379,o'clock in the afternoon.
2220,Henry IV,80,3.2.380,"There shalt thou know thy charge, and there receive"
2221,Henry IV,80,3.2.381,Money and order for their furniture.
2222,Henry IV,80,3.2.382,"The land is burning, Percy stands on high,"
2223,Henry IV,80,3.2.383,And either we or they must lower lie.
2224,Henry IV,80,,Exit PRINCE HENRY
2225,Henry IV,81,3.2.384,"Rare words! brave world! Hostess, my breakfast, come!"
2226,Henry IV,81,3.2.385,"O, I could wish this tavern were my drum!"
2227,Henry IV,81,,Exit
2228,Henry IV,81,,ACT IV
2229,Henry IV,81,,SCENE I. The rebel camp near Shrewsbury.
2230,Henry IV,81,,"Enter HOTSPUR, WORCESTER, and DOUGLAS"
2231,Henry IV,1,4.1.1,"Well said, my noble Scot: if speaking truth"
2232,Henry IV,1,4.1.2,"In this fine age were not thought flattery,"
2233,Henry IV,1,4.1.3,"Such attribution should the Douglas have,"
2234,Henry IV,1,4.1.4,As not a soldier of this season's stamp
2235,Henry IV,1,4.1.5,Should go so general current through the world.
2236,Henry IV,1,4.1.6,"By God, I cannot flatter, I do defy"
2237,Henry IV,1,4.1.7,"The tongues of soothers, but a braver place"
2238,Henry IV,1,4.1.8,In my heart's love hath no man than yourself:
2239,Henry IV,1,4.1.9,"Nay, task me to my word, approve me, lord."
2240,Henry IV,2,4.1.10,Thou art the king of honour:
2241,Henry IV,2,4.1.11,No man so potent breathes upon the ground
2242,Henry IV,2,4.1.12,But I will beard him.
2243,Henry IV,3,4.1.13,"Do so, and 'tis well."
2244,Henry IV,3,,Enter a Messenger with letters
2245,Henry IV,3,4.1.14,What letters hast thou there?--I can but thank you.
2246,Henry IV,4,4.1.15,These letters come from your father.
2247,Henry IV,5,4.1.16,Letters from him! why comes he not himself?
2248,Henry IV,6,4.1.17,"He cannot come, my lord, he is grievous sick."
2249,Henry IV,7,4.1.18,'Zounds! how has he the leisure to be sick
2250,Henry IV,7,4.1.19,In such a rustling time? Who leads his power?
2251,Henry IV,7,4.1.20,Under whose government come they along?
2252,Henry IV,8,4.1.21,"His letters bear his mind, not I, my lord."
2253,Henry IV,9,4.1.22,"I prithee, tell me, doth he keep his bed?"
2254,Henry IV,10,4.1.23,"He did, my lord, four days ere I set forth,"
2255,Henry IV,10,4.1.24,And at the time of my departure thence
2256,Henry IV,10,4.1.25,He was much fear'd by his physicians.
2257,Henry IV,11,4.1.26,I would the state of time had first been whole
2258,Henry IV,11,4.1.27,Ere he by sickness had been visited:
2259,Henry IV,11,4.1.28,His health was never better worth than now.
2260,Henry IV,12,4.1.29,Sick now! droop now! this sickness doth infect
2261,Henry IV,12,4.1.30,"The very life-blood of our enterprise,"
2262,Henry IV,12,4.1.31,"'Tis catching hither, even to our camp."
2263,Henry IV,12,4.1.32,"He writes me here, that inward sickness--"
2264,Henry IV,12,4.1.33,And that his friends by deputation could not
2265,Henry IV,12,4.1.34,"So soon be drawn, nor did he think it meet"
2266,Henry IV,12,4.1.35,To lay so dangerous and dear a trust
2267,Henry IV,12,4.1.36,On any soul removed but on his own.
2268,Henry IV,12,4.1.37,"Yet doth he give us bold advertisement,"
2269,Henry IV,12,4.1.38,"That with our small conjunction we should on,"
2270,Henry IV,12,4.1.39,"To see how fortune is disposed to us,"
2271,Henry IV,12,4.1.40,"For, as he writes, there is no quailing now."
2272,Henry IV,12,4.1.41,Because the king is certainly possess'd
2273,Henry IV,12,4.1.42,Of all our purposes. What say you to it?
2274,Henry IV,13,4.1.43,Your father's sickness is a maim to us.
2275,Henry IV,14,4.1.44,"A perilous gash, a very limb lopp'd off:"
2276,Henry IV,14,4.1.45,"And yet, in faith, it is not, his present want"
2277,Henry IV,14,4.1.46,Seems more than we shall find it: were it good
2278,Henry IV,14,4.1.47,To set the exact wealth of all our states
2279,Henry IV,14,4.1.48,All at one cast? to set so rich a main
2280,Henry IV,14,4.1.49,On the nice hazard of one doubtful hour?
2281,Henry IV,14,4.1.50,"It were not good, for therein should we read"
2282,Henry IV,14,4.1.51,"The very bottom and the soul of hope,"
2283,Henry IV,14,4.1.52,"The very list, the very utmost bound"
2284,Henry IV,14,4.1.53,Of all our fortunes.
2285,Henry IV,15,4.1.54,"'Faith, and so we should,"
2286,Henry IV,15,4.1.55,Where now remains a sweet reversion:
2287,Henry IV,15,4.1.56,We may boldly spend upon the hope of what
2288,Henry IV,15,4.1.57,Is to come in:
2289,Henry IV,15,4.1.58,A comfort of retirement lives in this.
2290,Henry IV,16,4.1.59,"A rendezvous, a home to fly unto."
2291,Henry IV,16,4.1.60,If that the devil and mischance look big
2292,Henry IV,16,4.1.61,Upon the maidenhead of our affairs.
2293,Henry IV,17,4.1.62,But yet I would your father had been here.
2294,Henry IV,17,4.1.63,The quality and hair of our attempt
2295,Henry IV,17,4.1.64,Brooks no division: it will be thought
2296,Henry IV,17,4.1.65,"By some, that know not why he is away,"
2297,Henry IV,17,4.1.66,"That wisdom, loyalty and mere dislike"
2298,Henry IV,17,4.1.67,Of our proceedings kept the earl from hence:
2299,Henry IV,17,4.1.68,And think how such an apprehension
2300,Henry IV,17,4.1.69,May turn the tide of fearful faction
2301,Henry IV,17,4.1.70,"And breed a kind of question in our cause,"
2302,Henry IV,17,4.1.71,For well you know we of the offering side
2303,Henry IV,17,4.1.72,"Must keep aloof from strict arbitrement,"
2304,Henry IV,17,4.1.73,"And stop all sight-holes, every loop from whence"
2305,Henry IV,17,4.1.74,The eye of reason may pry in upon us:
2306,Henry IV,17,4.1.75,"This absence of your father's draws a curtain,"
2307,Henry IV,17,4.1.76,That shows the ignorant a kind of fear
2308,Henry IV,17,4.1.77,Before not dreamt of.
2309,Henry IV,18,4.1.78,You strain too far.
2310,Henry IV,18,4.1.79,I rather of his absence make this use:
2311,Henry IV,18,4.1.80,"It lends a lustre and more great opinion,"
2312,Henry IV,18,4.1.81,"A larger dare to our great enterprise,"
2313,Henry IV,18,4.1.82,"Than if the earl were here, for men must think,"
2314,Henry IV,18,4.1.83,If we without his help can make a head
2315,Henry IV,18,4.1.84,"To push against a kingdom, with his help"
2316,Henry IV,18,4.1.85,We shall o'erturn it topsy-turvy down.
2317,Henry IV,18,4.1.86,"Yet all goes well, yet all our joints are whole."
2318,Henry IV,19,4.1.87,As heart can think: there is not such a word
2319,Henry IV,19,4.1.88,Spoke of in Scotland as this term of fear.
2320,Henry IV,19,,Enter SIR RICHARD VERNON
2321,Henry IV,20,4.1.89,"My cousin Vernon, welcome, by my soul."
2322,Henry IV,21,4.1.90,"Pray God my news be worth a welcome, lord."
2323,Henry IV,21,4.1.91,"The Earl of Westmoreland, seven thousand strong,"
2324,Henry IV,21,4.1.92,"Is marching hitherwards, with him Prince John."
2325,Henry IV,22,4.1.93,No harm: what more?
2326,Henry IV,23,4.1.94,"And further, I have learn'd,"
2327,Henry IV,23,4.1.95,"The king himself in person is set forth,"
2328,Henry IV,23,4.1.96,"Or hitherwards intended speedily,"
2329,Henry IV,23,4.1.97,With strong and mighty preparation.
2330,Henry IV,24,4.1.98,"He shall be welcome too. Where is his son,"
2331,Henry IV,24,4.1.99,"The nimble-footed madcap Prince of Wales,"
2332,Henry IV,24,4.1.100,"And his comrades, that daff'd the world aside,"
2333,Henry IV,24,4.1.101,And bid it pass?
2334,Henry IV,25,4.1.102,"All furnish'd, all in arms,"
2335,Henry IV,25,4.1.103,All plumed like estridges that with the wind
2336,Henry IV,25,4.1.104,"Baited like eagles having lately bathed,"
2337,Henry IV,25,4.1.105,"Glittering in golden coats, like images,"
2338,Henry IV,25,4.1.106,"As full of spirit as the month of May,"
2339,Henry IV,25,4.1.107,"And gorgeous as the sun at midsummer,"
2340,Henry IV,25,4.1.108,"Wanton as youthful goats, wild as young bulls."
2341,Henry IV,25,4.1.109,"I saw young Harry, with his beaver on,"
2342,Henry IV,25,4.1.110,"His cuisses on his thighs, gallantly arm'd"
2343,Henry IV,25,4.1.111,"Rise from the ground like feather'd Mercury,"
2344,Henry IV,25,4.1.112,"And vaulted with such ease into his seat,"
2345,Henry IV,25,4.1.113,"As if an angel dropp'd down from the clouds,"
2346,Henry IV,25,4.1.114,To turn and wind a fiery Pegasus
2347,Henry IV,25,4.1.115,And witch the world with noble horsemanship.
2348,Henry IV,26,4.1.116,"No more, no more: worse than the sun in March,"
2349,Henry IV,26,4.1.117,This praise doth nourish agues. Let them come:
2350,Henry IV,26,4.1.118,"They come like sacrifices in their trim,"
2351,Henry IV,26,4.1.119,And to the fire-eyed maid of smoky war
2352,Henry IV,26,4.1.120,All hot and bleeding will we offer them:
2353,Henry IV,26,4.1.121,The mailed Mars shall on his altar sit
2354,Henry IV,26,4.1.122,Up to the ears in blood. I am on fire
2355,Henry IV,26,4.1.123,To hear this rich reprisal is so nigh
2356,Henry IV,26,4.1.124,"And yet not ours. Come, let me taste my horse,"
2357,Henry IV,26,4.1.125,Who is to bear me like a thunderbolt
2358,Henry IV,26,4.1.126,Against the bosom of the Prince of Wales:
2359,Henry IV,26,4.1.127,"Harry to Harry shall, hot horse to horse,"
2360,Henry IV,26,4.1.128,Meet and ne'er part till one drop down a corse.
2361,Henry IV,26,4.1.129,O that Glendower were come!
2362,Henry IV,27,4.1.130,There is more news:
2363,Henry IV,27,4.1.131,"I learn'd in Worcester, as I rode along,"
2364,Henry IV,27,4.1.132,He cannot draw his power this fourteen days.
2365,Henry IV,28,4.1.133,That's the worst tidings that I hear of yet.
2366,Henry IV,29,4.1.134,"Ay, by my faith, that bears a frosty sound."
2367,Henry IV,30,4.1.135,What may the king's whole battle reach unto?
2368,Henry IV,31,4.1.136,To thirty thousand.
2369,Henry IV,32,4.1.137,Forty let it be:
2370,Henry IV,32,4.1.138,"My father and Glendower being both away,"
2371,Henry IV,32,4.1.139,The powers of us may serve so great a day
2372,Henry IV,32,4.1.140,"Come, let us take a muster speedily:"
2373,Henry IV,32,4.1.141,"Doomsday is near, die all, die merrily."
2374,Henry IV,33,4.1.142,Talk not of dying: I am out of fear
2375,Henry IV,33,4.1.143,Of death or death's hand for this one-half year.
2376,Henry IV,33,,Exeunt
2377,Henry IV,33,,SCENE II. A public road near Coventry.
2378,Henry IV,33,,Enter FALSTAFF and BARDOLPH
2379,Henry IV,1,4.2.1,"Bardolph, get thee before to Coventry, fill me a"
2380,Henry IV,1,4.2.2,"bottle of sack: our soldiers shall march through,"
2381,Henry IV,1,4.2.3,we'll to Sutton Co'fil' tonight.
2382,Henry IV,2,4.2.4,"Will you give me money, captain?"
2383,Henry IV,3,4.2.5,"Lay out, lay out."
2384,Henry IV,4,4.2.6,This bottle makes an angel.
2385,Henry IV,5,4.2.7,"An if it do, take it for thy labour, and if it make"
2386,Henry IV,5,4.2.8,"twenty, take them all, I'll answer the coinage. Bid"
2387,Henry IV,5,4.2.9,my lieutenant Peto meet me at town's end.
2388,Henry IV,6,4.2.10,"I will, captain: farewell."
2389,Henry IV,6,,Exit
2390,Henry IV,7,4.2.11,"If I be not ashamed of my soldiers, I am a soused"
2391,Henry IV,7,4.2.12,gurnet. I have misused the king's press damnably.
2392,Henry IV,7,4.2.13,"I have got, in exchange of a hundred and fifty"
2393,Henry IV,7,4.2.14,"soldiers, three hundred and odd pounds. I press me"
2394,Henry IV,7,4.2.15,"none but good house-holders, yeoman's sons, inquire"
2395,Henry IV,7,4.2.16,"me out contracted bachelors, such as had been asked"
2396,Henry IV,7,4.2.17,"twice on the banns, such a commodity of warm slaves,"
2397,Henry IV,7,4.2.18,"as had as lieve hear the devil as a drum, such as"
2398,Henry IV,7,4.2.19,fear the report of a caliver worse than a struck
2399,Henry IV,7,4.2.20,fowl or a hurt wild-duck. I pressed me none but such
2400,Henry IV,7,4.2.21,"toasts-and-butter, with hearts in their bellies no"
2401,Henry IV,7,4.2.22,"bigger than pins' heads, and they have bought out"
2402,Henry IV,7,4.2.23,"their services, and now my whole charge consists of"
2403,Henry IV,7,4.2.24,"ancients, corporals, lieutenants, gentlemen of"
2404,Henry IV,7,4.2.25,"companies, slaves as ragged as Lazarus in the"
2405,Henry IV,7,4.2.26,"painted cloth, where the glutton's dogs licked his"
2406,Henry IV,7,4.2.27,"sores, and such as indeed were never soldiers, but"
2407,Henry IV,7,4.2.28,"discarded unjust serving-men, younger sons to"
2408,Henry IV,7,4.2.29,"younger brothers, revolted tapsters and ostlers"
2409,Henry IV,7,4.2.30,"trade-fallen, the cankers of a calm world and a"
2410,Henry IV,7,4.2.31,"long peace, ten times more dishonourable ragged than"
2411,Henry IV,7,4.2.32,"an old faced ancient: and such have I, to fill up"
2412,Henry IV,7,4.2.33,the rooms of them that have bought out their
2413,Henry IV,7,4.2.34,"services, that you would think that I had a hundred"
2414,Henry IV,7,4.2.35,and fifty tattered prodigals lately come from
2415,Henry IV,7,4.2.36,"swine-keeping, from eating draff and husks. A mad"
2416,Henry IV,7,4.2.37,fellow met me on the way and told me I had unloaded
2417,Henry IV,7,4.2.38,all the gibbets and pressed the dead bodies. No eye
2418,Henry IV,7,4.2.39,hath seen such scarecrows. I'll not march through
2419,Henry IV,7,4.2.40,"Coventry with them, that's flat: nay, and the"
2420,Henry IV,7,4.2.41,"villains march wide betwixt the legs, as if they had"
2421,Henry IV,7,4.2.42,"gyves on, for indeed I had the most of them out of"
2422,Henry IV,7,4.2.43,prison. There's but a shirt and a half in all my
2423,Henry IV,7,4.2.44,"company, and the half shirt is two napkins tacked"
2424,Henry IV,7,4.2.45,together and thrown over the shoulders like an
2425,Henry IV,7,4.2.46,"herald's coat without sleeves, and the shirt, to say"
2426,Henry IV,7,4.2.47,"the truth, stolen from my host at Saint Alban's, or"
2427,Henry IV,7,4.2.48,the red-nose innkeeper of Daventry. But that's all
2428,Henry IV,7,4.2.49,"one, they'll find linen enough on every hedge."
2429,Henry IV,7,,Enter the PRINCE and WESTMORELAND
2430,Henry IV,8,4.2.50,"How now, blown Jack! how now, quilt!"
2431,Henry IV,9,4.2.51,"What, Hal! how now, mad wag! what a devil dost thou"
2432,Henry IV,9,4.2.52,"in Warwickshire? My good Lord of Westmoreland, I"
2433,Henry IV,9,4.2.53,cry you mercy: I thought your honour had already been
2434,Henry IV,9,4.2.54,at Shrewsbury.
2435,Henry IV,10,4.2.55,"Faith, Sir John,'tis more than time that I were"
2436,Henry IV,10,4.2.56,"there, and you too, but my powers are there already."
2437,Henry IV,10,4.2.57,"The king, I can tell you, looks for us all: we must"
2438,Henry IV,10,4.2.58,away all night.
2439,Henry IV,11,4.2.59,"Tut, never fear me: I am as vigilant as a cat to"
2440,Henry IV,11,4.2.60,steal cream.
2441,Henry IV,12,4.2.61,"I think, to steal cream indeed, for thy theft hath"
2442,Henry IV,12,4.2.62,"already made thee butter. But tell me, Jack, whose"
2443,Henry IV,12,4.2.63,fellows are these that come after?
2444,Henry IV,13,4.2.64,"Mine, Hal, mine."
2445,Henry IV,14,4.2.65,I did never see such pitiful rascals.
2446,Henry IV,15,4.2.66,"Tut, tut, good enough to toss, food for powder, food"
2447,Henry IV,15,4.2.67,"for powder, they'll fill a pit as well as better:"
2448,Henry IV,15,4.2.68,"tush, man, mortal men, mortal men."
2449,Henry IV,16,4.2.69,"Ay, but, Sir John, methinks they are exceeding poor"
2450,Henry IV,16,4.2.70,"and bare, too beggarly."
2451,Henry IV,17,4.2.71,"'Faith, for their poverty, I know not where they had"
2452,Henry IV,17,4.2.72,"that, and for their bareness, I am sure they never"
2453,Henry IV,17,4.2.73,learned that of me.
2454,Henry IV,18,4.2.74,"No I'll be sworn, unless you call three fingers on"
2455,Henry IV,18,4.2.75,"the ribs bare. But, sirrah, make haste: Percy is"
2456,Henry IV,18,4.2.76,already in the field.
2457,Henry IV,19,4.2.77,"What, is the king encamped?"
2458,Henry IV,20,4.2.78,"He is, Sir John: I fear we shall stay too long."
2459,Henry IV,21,4.2.79,"Well,"
2460,Henry IV,21,4.2.80,To the latter end of a fray and the beginning of a feast
2461,Henry IV,21,4.2.81,Fits a dull fighter and a keen guest.
2462,Henry IV,21,,Exeunt
2463,Henry IV,21,,SCENE III. The rebel camp near Shrewsbury.
2464,Henry IV,21,,"Enter HOTSPUR, WORCESTER, DOUGLAS, and VERNON"
2465,Henry IV,1,4.3.1,We'll fight with him to-night.
2466,Henry IV,2,4.3.2,It may not be.
2467,Henry IV,3,4.3.3,You give him then the advantage.
2468,Henry IV,4,4.3.4,Not a whit.
2469,Henry IV,5,4.3.5,Why say you so? looks he not for supply?
2470,Henry IV,6,4.3.6,So do we.
2471,Henry IV,7,4.3.7,"His is certain, ours is doubtful."
2472,Henry IV,8,4.3.8,"Good cousin, be advised, stir not tonight."
2473,Henry IV,9,4.3.9,"Do not, my lord."
2474,Henry IV,10,4.3.10,You do not counsel well:
2475,Henry IV,10,4.3.11,You speak it out of fear and cold heart.
2476,Henry IV,11,4.3.12,"Do me no slander, Douglas: by my life,"
2477,Henry IV,11,4.3.13,"And I dare well maintain it with my life,"
2478,Henry IV,11,4.3.14,"If well-respected honour bid me on,"
2479,Henry IV,11,4.3.15,I hold as little counsel with weak fear
2480,Henry IV,11,4.3.16,"As you, my lord, or any Scot that this day lives:"
2481,Henry IV,11,4.3.17,Let it be seen to-morrow in the battle
2482,Henry IV,11,4.3.18,Which of us fears.
2483,Henry IV,12,4.3.19,"Yea, or to-night."
2484,Henry IV,13,4.3.20,Content.
2485,Henry IV,14,4.3.21,"To-night, say I."
2486,Henry IV,15,4.3.22,"Come, come it nay not be. I wonder much,"
2487,Henry IV,15,4.3.23,"Being men of such great leading as you are,"
2488,Henry IV,15,4.3.24,That you foresee not what impediments
2489,Henry IV,15,4.3.25,Drag back our expedition: certain horse
2490,Henry IV,15,4.3.26,Of my cousin Vernon's are not yet come up:
2491,Henry IV,15,4.3.27,"Your uncle Worcester's horse came but today,"
2492,Henry IV,15,4.3.28,"And now their pride and mettle is asleep,"
2493,Henry IV,15,4.3.29,"Their courage with hard labour tame and dull,"
2494,Henry IV,15,4.3.30,That not a horse is half the half of himself.
2495,Henry IV,16,4.3.31,So are the horses of the enemy
2496,Henry IV,16,4.3.32,"In general, journey-bated and brought low:"
2497,Henry IV,16,4.3.33,The better part of ours are full of rest.
2498,Henry IV,17,4.3.34,The number of the king exceedeth ours:
2499,Henry IV,17,4.3.35,"For God's sake. cousin, stay till all come in."
